id,origin_base,origin_location,origin_code,departure_date,departure_time,destination_base,destination_location,destination_code,status,base_price
1637,London,London City,LCY,11/12/2024,06:00,Italy,Milan,MXP,ONTIME,240
1638,London,London City,LCY,11/12/2024,07:30,Italy,Milan,MXP,ONTIME,240
1639,London,London City,LCY,11/12/2024,13:30,Italy,Milan,MXP,DELAYED,240
1640,London,London City,LCY,11/12/2024,16:30,Italy,Venice,VCE,ONTIME,245
1641,London,London City,LCY,11/12/2024,21:00,Italy,Venice,VCE,DELAYED,245
1642,Italy,Venice,VCE,11/12/2024,10:30,London,London City,LCY,ONTIME,245
1643,London,London City,LCY,11/12/2024,21:00,Italy,Florence,FLR,ONTIME,235
1644,Italy,Florence,FLR,11/12/2024,07:30,London,London City,LCY,DELAYED,235
1645,Italy,Florence,FLR,11/12/2024,15:00,London,London City,LCY,ONTIME,235
1646,London,London City,LCY,11/12/2024,06:00,Italy,Naples,NAP,ONTIME,260
1647,London,London City,LCY,11/12/2024,07:30,Italy,Naples,NAP,ONTIME,260
1648,London,London City,LCY,11/12/2024,21:00,Italy,Naples,NAP,ONTIME,260
1649,London,Heathrow,LHR,12/12/2024,06:00,Italy,Rome,FCO,ONTIME,220
1650,London,Heathrow,LHR,12/12/2024,07:30,Italy,Rome,FCO,ONTIME,220
1651,London,Heathrow,LHR,12/12/2024,12:00,Italy,Rome,FCO,ONTIME,220
1652,Italy,Rome,FCO,12/12/2024,09:00,London,Heathrow,LHR,ONTIME,220
1653,Italy,Rome,FCO,12/12/2024,15:00,London,Heathrow,LHR,ONTIME,220
1654,Italy,Rome,FCO,12/12/2024,18:00,London,Heathrow,LHR,ONTIME,220
1655,London,Heathrow,LHR,12/12/2024,07:30,Italy,Milan,MXP,ONTIME,200
1656,London,Heathrow,LHR,12/12/2024,10:30,Italy,Milan,MXP,DELAYED,200
1657,London,Heathrow,LHR,12/12/2024,21:00,Italy,Milan,MXP,ONTIME,200
1658,London,Heathrow,LHR,12/12/2024,06:00,Italy,Florence,FLR,ONTIME,205
1659,London,Heathrow,LHR,12/12/2024,18:00,Italy,Florence,FLR,DELAYED,205
1660,London,Heathrow,LHR,12/12/2024,21:00,Italy,Florence,FLR,ONTIME,205
1661,Italy,Florence,FLR,12/12/2024,16:30,London,Heathrow,LHR,DELAYED,205
1662,Italy,Naples,NAP,12/12/2024,16:30,London,Heathrow,LHR,ONTIME,230
1663,Italy,Rome,FCO,12/12/2024,06:00,London,Gatwick,LGW,ONTIME,200
1664,Italy,Rome,FCO,12/12/2024,09:00,London,Gatwick,LGW,ONTIME,200
1665,Italy,Rome,FCO,12/12/2024,13:30,London,Gatwick,LGW,DELAYED,200
1666,Italy,Milan,MXP,12/12/2024,09:00,London,Gatwick,LGW,ONTIME,190
1667,Italy,Milan,MXP,12/12/2024,13:30,London,Gatwick,LGW,ONTIME,190
1668,Italy,Milan,MXP,12/12/2024,18:00,London,Gatwick,LGW,ONTIME,190
1669,London,Gatwick,LGW,12/12/2024,09:00,Italy,Venice,VCE,ONTIME,195
1670,London,Gatwick,LGW,12/12/2024,10:30,Italy,Florence,FLR,ONTIME,185
1671,London,Gatwick,LGW,12/12/2024,18:00,Italy,Florence,FLR,DELAYED,185
1672,London,Gatwick,LGW,12/12/2024,21:00,Italy,Florence,FLR,ONTIME,185
1673,Italy,Florence,FLR,12/12/2024,09:00,London,Gatwick,LGW,ONTIME,185
1674,London,Gatwick,LGW,12/12/2024,10:30,Italy,Naples,NAP,ONTIME,210
1675,London,Gatwick,LGW,12/12/2024,16:30,Italy,Naples,NAP,ONTIME,210
1676,London,Gatwick,LGW,12/12/2024,19:30,Italy,Naples,NAP,ONTIME,210
1677,Italy,Naples,NAP,12/12/2024,10:30,London,Gatwick,LGW,ONTIME,210
1678,Italy,Rome,FCO,12/12/2024,21:00,London,Stansted,STN,ONTIME,180
1679,London,Stansted,STN,12/12/2024,07:30,Italy,Milan,MXP,ONTIME,175
1680,London,Stansted,STN,12/12/2024,15:00,Italy,Milan,MXP,DELAYED,175
1681,Italy,Milan,MXP,12/12/2024,13:30,London,Stansted,STN,ONTIME,175
1682,Italy,Milan,MXP,12/12/2024,15:00,London,Stansted,STN,ONTIME,175
1683,Italy,Milan,MXP,12/12/2024,19:30,London,Stansted,STN,DELAYED,175
1684,Italy,Venice,VCE,12/12/2024,07:30,London,Stansted,STN,DELAYED,180
1685,London,Stansted,STN,12/12/2024,21:00,Italy,Florence,FLR,ONTIME,170
1686,London,Stansted,STN,12/12/2024,21:00,Italy,Naples,NAP,ONTIME,190
1687,Italy,Naples,NAP,12/12/2024,15:00,London,Stansted,STN,ONTIME,190
1688,London,Luton,LTN,12/12/2024,18:00,Italy,Rome,FCO,ONTIME,175
1689,Italy,Rome,FCO,12/12/2024,12:00,London,Luton,LTN,ONTIME,175
1690,Italy,Rome,FCO,12/12/2024,13:30,London,Luton,LTN,ONTIME,175
1691,London,Luton,LTN,12/12/2024,09:00,Italy,Milan,MXP,ONTIME,170
1692,London,Luton,LTN,12/12/2024,10:30,Italy,Milan,MXP,ONTIME,170
1693,London,Luton,LTN,12/12/2024,19:30,Italy,Milan,MXP,ONTIME,170
1694,Italy,Milan,MXP,12/12/2024,07:30,London,Luton,LTN,ONTIME,170
1695,Italy,Milan,MXP,12/12/2024,13:30,London,Luton,LTN,ONTIME,170
1696,Italy,Milan,MXP,12/12/2024,15:00,London,Luton,LTN,ONTIME,170
1697,London,Luton,LTN,12/12/2024,15:00,Italy,Venice,VCE,ONTIME,175
1698,London,Luton,LTN,12/12/2024,07:30,Italy,Florence,FLR,ONTIME,165
1699,London,Luton,LTN,12/12/2024,15:00,Italy,Florence,FLR,ONTIME,165
1700,Italy,Florence,FLR,12/12/2024,13:30,London,Luton,LTN,DELAYED,165
1701,London,Luton,LTN,12/12/2024,09:00,Italy,Naples,NAP,ONTIME,185
1702,Italy,Milan,MXP,12/12/2024,07:30,London,London City,LCY,ONTIME,240
1703,London,London City,LCY,12/12/2024,18:00,Italy,Venice,VCE,ONTIME,245
1704,London,London City,LCY,12/12/2024,19:30,Italy,Venice,VCE,ONTIME,245
1705,Italy,Venice,VCE,12/12/2024,09:00,London,London City,LCY,DELAYED,245
1706,Italy,Venice,VCE,12/12/2024,21:00,London,London City,LCY,ONTIME,245
1707,Italy,Florence,FLR,12/12/2024,09:00,London,London City,LCY,DELAYED,235
1708,Italy,Florence,FLR,12/12/2024,16:30,London,London City,LCY,DELAYED,235
1709,Italy,Florence,FLR,12/12/2024,21:00,London,London City,LCY,ONTIME,235
1710,Italy,Naples,NAP,12/12/2024,15:00,London,London City,LCY,ONTIME,260
1711,Italy,Naples,NAP,12/12/2024,21:00,London,London City,LCY,ONTIME,260
1712,London,Heathrow,LHR,13/12/2024,07:30,Italy,Rome,FCO,ONTIME,220
1713,London,Heathrow,LHR,13/12/2024,13:30,Italy,Rome,FCO,ONTIME,220
1714,Italy,Rome,FCO,13/12/2024,18:00,London,Heathrow,LHR,DELAYED,220
1715,London,Heathrow,LHR,13/12/2024,10:30,Italy,Milan,MXP,ONTIME,200
1716,Italy,Milan,MXP,13/12/2024,09:00,London,Heathrow,LHR,ONTIME,200
1717,Italy,Milan,MXP,13/12/2024,16:30,London,Heathrow,LHR,ONTIME,200
1718,Italy,Venice,VCE,13/12/2024,06:00,London,Heathrow,LHR,DELAYED,210
1719,Italy,Venice,VCE,13/12/2024,10:30,London,Heathrow,LHR,ONTIME,210
1720,Italy,Venice,VCE,13/12/2024,18:00,London,Heathrow,LHR,ONTIME,210
1721,London,Heathrow,LHR,13/12/2024,07:30,Italy,Florence,FLR,ONTIME,205
1722,Italy,Florence,FLR,13/12/2024,12:00,London,Heathrow,LHR,ONTIME,205
1723,Italy,Florence,FLR,13/12/2024,16:30,London,Heathrow,LHR,ONTIME,205
1724,Italy,Naples,NAP,13/12/2024,10:30,London,Heathrow,LHR,ONTIME,230
1725,Italy,Naples,NAP,13/12/2024,12:00,London,Heathrow,LHR,ONTIME,230
1726,Italy,Naples,NAP,13/12/2024,21:00,London,Heathrow,LHR,ONTIME,230
1727,London,Gatwick,LGW,13/12/2024,16:30,Italy,Rome,FCO,ONTIME,200
1728,Italy,Rome,FCO,13/12/2024,09:00,London,Gatwick,LGW,ONTIME,200
1729,Italy,Milan,MXP,13/12/2024,10:30,London,Gatwick,LGW,ONTIME,190
1730,London,Gatwick,LGW,13/12/2024,06:00,Italy,Venice,VCE,ONTIME,195
1731,London,Gatwick,LGW,13/12/2024,09:00,Italy,Venice,VCE,ONTIME,195
1732,London,Gatwick,LGW,13/12/2024,15:00,Italy,Venice,VCE,ONTIME,195
1733,Italy,Venice,VCE,13/12/2024,12:00,London,Gatwick,LGW,ONTIME,195
1734,Italy,Venice,VCE,13/12/2024,16:30,London,Gatwick,LGW,ONTIME,195
1735,Italy,Venice,VCE,13/12/2024,19:30,London,Gatwick,LGW,ONTIME,195
1736,Italy,Florence,FLR,13/12/2024,09:00,London,Gatwick,LGW,ONTIME,185
1737,Italy,Florence,FLR,13/12/2024,10:30,London,Gatwick,LGW,ONTIME,185
1738,Italy,Florence,FLR,13/12/2024,12:00,London,Gatwick,LGW,ONTIME,185
1739,London,Gatwick,LGW,13/12/2024,09:00,Italy,Naples,NAP,DELAYED,210
1740,London,Gatwick,LGW,13/12/2024,12:00,Italy,Naples,NAP,ONTIME,210
1741,London,Stansted,STN,13/12/2024,07:30,Italy,Rome,FCO,DELAYED,180
1742,Italy,Rome,FCO,13/12/2024,09:00,London,Stansted,STN,ONTIME,180
1743,Italy,Rome,FCO,13/12/2024,10:30,London,Stansted,STN,ONTIME,180
1744,Italy,Milan,MXP,13/12/2024,10:30,London,Stansted,STN,ONTIME,175
1745,London,Stansted,STN,13/12/2024,06:00,Italy,Venice,VCE,ONTIME,180
1746,London,Stansted,STN,13/12/2024,12:00,Italy,Venice,VCE,ONTIME,180
1747,London,Stansted,STN,13/12/2024,16:30,Italy,Venice,VCE,DELAYED,180
1748,Italy,Venice,VCE,13/12/2024,21:00,London,Stansted,STN,ONTIME,180
1749,London,Stansted,STN,13/12/2024,15:00,Italy,Florence,FLR,ONTIME,170
1750,London,Stansted,STN,13/12/2024,16:30,Italy,Florence,FLR,DELAYED,170
1751,Italy,Florence,FLR,13/12/2024,07:30,London,Stansted,STN,ONTIME,170
1752,Italy,Florence,FLR,13/12/2024,12:00,London,Stansted,STN,ONTIME,170
1753,London,Stansted,STN,13/12/2024,12:00,Italy,Naples,NAP,ONTIME,190
1754,London,Luton,LTN,13/12/2024,09:00,Italy,Rome,FCO,ONTIME,175
1755,London,Luton,LTN,13/12/2024,13:30,Italy,Rome,FCO,DELAYED,175
1756,London,Luton,LTN,13/12/2024,19:30,Italy,Rome,FCO,ONTIME,175
1757,Italy,Rome,FCO,13/12/2024,21:00,London,Luton,LTN,ONTIME,175
1758,London,Luton,LTN,13/12/2024,06:00,Italy,Milan,MXP,ONTIME,170
1759,London,Luton,LTN,13/12/2024,16:30,Italy,Milan,MXP,DELAYED,170
1760,London,Luton,LTN,13/12/2024,19:30,Italy,Milan,MXP,ONTIME,170
1761,London,Luton,LTN,13/12/2024,13:30,Italy,Venice,VCE,ONTIME,175
1762,Italy,Venice,VCE,13/12/2024,06:00,London,Luton,LTN,DELAYED,175
1763,London,Luton,LTN,13/12/2024,15:00,Italy,Florence,FLR,ONTIME,165
1764,London,Luton,LTN,13/12/2024,16:30,Italy,Florence,FLR,ONTIME,165
1765,London,Luton,LTN,13/12/2024,10:30,Italy,Naples,NAP,ONTIME,185
1766,London,London City,LCY,13/12/2024,09:00,Italy,Rome,FCO,ONTIME,250
1767,London,London City,LCY,13/12/2024,21:00,Italy,Rome,FCO,DELAYED,250
1768,Italy,Rome,FCO,13/12/2024,07:30,London,London City,LCY,ONTIME,250
1769,Italy,Rome,FCO,13/12/2024,21:00,London,London City,LCY,ONTIME,250
1770,London,London City,LCY,13/12/2024,10:30,Italy,Milan,MXP,DELAYED,240
1771,London,London City,LCY,13/12/2024,12:00,Italy,Milan,MXP,ONTIME,240
1772,Italy,Milan,MXP,13/12/2024,15:00,London,London City,LCY,ONTIME,240
1773,Italy,Milan,MXP,13/12/2024,18:00,London,London City,LCY,ONTIME,240
1774,Italy,Milan,MXP,13/12/2024,19:30,London,London City,LCY,ONTIME,240
1775,London,London City,LCY,13/12/2024,09:00,Italy,Venice,VCE,ONTIME,245
1776,London,London City,LCY,13/12/2024,10:30,Italy,Venice,VCE,ONTIME,245
1777,Italy,Venice,VCE,13/12/2024,06:00,London,London City,LCY,ONTIME,245
1778,Italy,Venice,VCE,13/12/2024,07:30,London,London City,LCY,ONTIME,245
1779,Italy,Venice,VCE,13/12/2024,16:30,London,London City,LCY,ONTIME,245
1780,London,London City,LCY,13/12/2024,09:00,Italy,Florence,FLR,ONTIME,235
1781,London,London City,LCY,13/12/2024,10:30,Italy,Florence,FLR,ONTIME,235
1782,London,London City,LCY,13/12/2024,12:00,Italy,Florence,FLR,ONTIME,235
1783,Italy,Florence,FLR,13/12/2024,07:30,London,London City,LCY,ONTIME,235
1784,Italy,Florence,FLR,13/12/2024,10:30,London,London City,LCY,ONTIME,235
1785,Italy,Florence,FLR,13/12/2024,16:30,London,London City,LCY,ONTIME,235
1786,London,London City,LCY,13/12/2024,19:30,Italy,Naples,NAP,ONTIME,260
1787,Italy,Naples,NAP,13/12/2024,16:30,London,London City,LCY,ONTIME,260
1788,London,Heathrow,LHR,14/12/2024,10:30,Italy,Rome,FCO,ONTIME,220
1789,London,Heathrow,LHR,14/12/2024,13:30,Italy,Rome,FCO,ONTIME,220
1790,Italy,Rome,FCO,14/12/2024,10:30,London,Heathrow,LHR,ONTIME,220
1791,Italy,Rome,FCO,14/12/2024,12:00,London,Heathrow,LHR,ONTIME,220
1792,Italy,Rome,FCO,14/12/2024,19:30,London,Heathrow,LHR,ONTIME,220
1793,London,Heathrow,LHR,14/12/2024,15:00,Italy,Milan,MXP,ONTIME,200
1794,London,Heathrow,LHR,14/12/2024,19:30,Italy,Milan,MXP,DELAYED,200
1795,Italy,Milan,MXP,14/12/2024,10:30,London,Heathrow,LHR,DELAYED,200
1796,Italy,Milan,MXP,14/12/2024,13:30,London,Heathrow,LHR,ONTIME,200
1797,London,Heathrow,LHR,14/12/2024,10:30,Italy,Venice,VCE,ONTIME,210
1798,London,Heathrow,LHR,14/12/2024,16:30,Italy,Venice,VCE,ONTIME,210
1799,Italy,Venice,VCE,14/12/2024,09:00,London,Heathrow,LHR,ONTIME,210
1800,Italy,Venice,VCE,14/12/2024,12:00,London,Heathrow,LHR,DELAYED,210
1801,Italy,Venice,VCE,14/12/2024,16:30,London,Heathrow,LHR,ONTIME,210
1802,London,Heathrow,LHR,14/12/2024,10:30,Italy,Florence,FLR,ONTIME,205
1803,London,Heathrow,LHR,14/12/2024,19:30,Italy,Florence,FLR,ONTIME,205
1804,London,Heathrow,LHR,14/12/2024,21:00,Italy,Florence,FLR,ONTIME,205
1805,Italy,Florence,FLR,14/12/2024,15:00,London,Heathrow,LHR,ONTIME,205
1806,Italy,Florence,FLR,14/12/2024,19:30,London,Heathrow,LHR,ONTIME,205
1807,Italy,Naples,NAP,14/12/2024,13:30,London,Heathrow,LHR,ONTIME,230
1808,London,Gatwick,LGW,14/12/2024,06:00,Italy,Rome,FCO,DELAYED,200
1809,London,Gatwick,LGW,14/12/2024,10:30,Italy,Rome,FCO,ONTIME,200
1810,Italy,Rome,FCO,14/12/2024,07:30,London,Gatwick,LGW,ONTIME,200
1811,Italy,Rome,FCO,14/12/2024,10:30,London,Gatwick,LGW,ONTIME,200
1812,Italy,Rome,FCO,14/12/2024,19:30,London,Gatwick,LGW,DELAYED,200
1813,Italy,Milan,MXP,14/12/2024,10:30,London,Gatwick,LGW,ONTIME,190
1814,London,Gatwick,LGW,14/12/2024,15:00,Italy,Venice,VCE,ONTIME,195
1815,Italy,Venice,VCE,14/12/2024,07:30,London,Gatwick,LGW,ONTIME,195
1816,Italy,Florence,FLR,14/12/2024,09:00,London,Gatwick,LGW,ONTIME,185
1817,Italy,Florence,FLR,14/12/2024,13:30,London,Gatwick,LGW,ONTIME,185
1818,London,Stansted,STN,14/12/2024,15:00,Italy,Rome,FCO,ONTIME,180
1819,Italy,Milan,MXP,14/12/2024,09:00,London,Stansted,STN,DELAYED,175
1820,Italy,Milan,MXP,14/12/2024,15:00,London,Stansted,STN,ONTIME,175
1821,London,Stansted,STN,14/12/2024,10:30,Italy,Venice,VCE,ONTIME,180
1822,London,Stansted,STN,14/12/2024,18:00,Italy,Venice,VCE,ONTIME,180
1823,London,Stansted,STN,14/12/2024,10:30,Italy,Florence,FLR,ONTIME,170
1824,London,Stansted,STN,14/12/2024,19:30,Italy,Florence,FLR,ONTIME,170
1825,London,Stansted,STN,14/12/2024,21:00,Italy,Florence,FLR,ONTIME,170
1826,Italy,Florence,FLR,14/12/2024,15:00,London,Stansted,STN,ONTIME,170
1827,Italy,Florence,FLR,14/12/2024,21:00,London,Stansted,STN,ONTIME,170
1828,London,Stansted,STN,14/12/2024,10:30,Italy,Naples,NAP,ONTIME,190
1829,London,Stansted,STN,14/12/2024,12:00,Italy,Naples,NAP,ONTIME,190
1830,Italy,Naples,NAP,14/12/2024,16:30,London,Stansted,STN,ONTIME,190
1831,London,Luton,LTN,14/12/2024,06:00,Italy,Milan,MXP,DELAYED,170
1832,London,Luton,LTN,14/12/2024,13:30,Italy,Milan,MXP,ONTIME,170
1833,Italy,Venice,VCE,14/12/2024,18:00,London,Luton,LTN,ONTIME,175
1834,Italy,Venice,VCE,14/12/2024,21:00,London,Luton,LTN,ONTIME,175
1835,London,Luton,LTN,14/12/2024,16:30,Italy,Florence,FLR,ONTIME,165
1836,London,Luton,LTN,14/12/2024,21:00,Italy,Florence,FLR,ONTIME,165
1837,Italy,Florence,FLR,14/12/2024,16:30,London,Luton,LTN,ONTIME,165
1838,Italy,Florence,FLR,14/12/2024,18:00,London,Luton,LTN,ONTIME,165
1839,London,Luton,LTN,14/12/2024,13:30,Italy,Naples,NAP,ONTIME,185
1840,London,Luton,LTN,14/12/2024,15:00,Italy,Naples,NAP,ONTIME,185
1841,Italy,Naples,NAP,14/12/2024,09:00,London,Luton,LTN,ONTIME,185
1842,Italy,Naples,NAP,14/12/2024,12:00,London,Luton,LTN,ONTIME,185
1843,London,London City,LCY,14/12/2024,09:00,Italy,Rome,FCO,ONTIME,250
1844,London,London City,LCY,14/12/2024,12:00,Italy,Rome,FCO,ONTIME,250
1845,Italy,Rome,FCO,14/12/2024,06:00,London,London City,LCY,ONTIME,250
1846,Italy,Rome,FCO,14/12/2024,19:30,London,London City,LCY,ONTIME,250
1847,London,London City,LCY,14/12/2024,09:00,Italy,Milan,MXP,ONTIME,240
1848,London,London City,LCY,14/12/2024,13:30,Italy,Milan,MXP,ONTIME,240
1849,Italy,Milan,MXP,14/12/2024,21:00,London,London City,LCY,DELAYED,240
1850,London,London City,LCY,14/12/2024,16:30,Italy,Venice,VCE,ONTIME,245
1851,London,London City,LCY,14/12/2024,19:30,Italy,Venice,VCE,ONTIME,245
1852,Italy,Venice,VCE,14/12/2024,12:00,London,London City,LCY,ONTIME,245
1853,London,London City,LCY,14/12/2024,21:00,Italy,Florence,FLR,DELAYED,235
1854,London,London City,LCY,14/12/2024,10:30,Italy,Naples,NAP,ONTIME,260
1855,London,London City,LCY,14/12/2024,21:00,Italy,Naples,NAP,DELAYED,260
1856,Italy,Naples,NAP,14/12/2024,07:30,London,London City,LCY,ONTIME,260
1857,Italy,Naples,NAP,14/12/2024,18:00,London,London City,LCY,ONTIME,260
1858,London,Heathrow,LHR,15/12/2024,12:00,Italy,Rome,FCO,ONTIME,220
1859,London,Heathrow,LHR,15/12/2024,18:00,Italy,Rome,FCO,ONTIME,220
1860,London,Heathrow,LHR,15/12/2024,07:30,Italy,Milan,MXP,ONTIME,200
1861,London,Heathrow,LHR,15/12/2024,12:00,Italy,Milan,MXP,DELAYED,200
1862,London,Heathrow,LHR,15/12/2024,15:00,Italy,Milan,MXP,ONTIME,200
1863,Italy,Milan,MXP,15/12/2024,09:00,London,Heathrow,LHR,ONTIME,200
1864,Italy,Milan,MXP,15/12/2024,18:00,London,Heathrow,LHR,ONTIME,200
1865,Italy,Venice,VCE,15/12/2024,06:00,London,Heathrow,LHR,ONTIME,210
1866,Italy,Venice,VCE,15/12/2024,07:30,London,Heathrow,LHR,ONTIME,210
1867,Italy,Venice,VCE,15/12/2024,19:30,London,Heathrow,LHR,ONTIME,210
1868,Italy,Florence,FLR,15/12/2024,19:30,London,Heathrow,LHR,ONTIME,205
1869,London,Heathrow,LHR,15/12/2024,19:30,Italy,Naples,NAP,ONTIME,230
1870,Italy,Naples,NAP,15/12/2024,06:00,London,Heathrow,LHR,ONTIME,230
1871,London,Gatwick,LGW,15/12/2024,12:00,Italy,Rome,FCO,ONTIME,200
1872,Italy,Rome,FCO,15/12/2024,06:00,London,Gatwick,LGW,ONTIME,200
1873,Italy,Milan,MXP,15/12/2024,13:30,London,Gatwick,LGW,ONTIME,190
1874,Italy,Milan,MXP,15/12/2024,21:00,London,Gatwick,LGW,ONTIME,190
1875,London,Gatwick,LGW,15/12/2024,06:00,Italy,Venice,VCE,ONTIME,195
1876,London,Gatwick,LGW,15/12/2024,09:00,Italy,Venice,VCE,ONTIME,195
1877,Italy,Venice,VCE,15/12/2024,06:00,London,Gatwick,LGW,DELAYED,195
1878,Italy,Venice,VCE,15/12/2024,09:00,London,Gatwick,LGW,ONTIME,195
1879,London,Gatwick,LGW,15/12/2024,16:30,Italy,Florence,FLR,ONTIME,185
1880,London,Gatwick,LGW,15/12/2024,19:30,Italy,Florence,FLR,ONTIME,185
1881,London,Gatwick,LGW,15/12/2024,21:00,Italy,Florence,FLR,ONTIME,185
1882,London,Gatwick,LGW,15/12/2024,10:30,Italy,Naples,NAP,ONTIME,210
1883,Italy,Naples,NAP,15/12/2024,07:30,London,Gatwick,LGW,DELAYED,210
1884,Italy,Naples,NAP,15/12/2024,09:00,London,Gatwick,LGW,ONTIME,210
1885,London,Stansted,STN,15/12/2024,10:30,Italy,Rome,FCO,DELAYED,180
1886,London,Stansted,STN,15/12/2024,15:00,Italy,Rome,FCO,ONTIME,180
1887,London,Stansted,STN,15/12/2024,18:00,Italy,Rome,FCO,ONTIME,180
1888,Italy,Rome,FCO,15/12/2024,09:00,London,Stansted,STN,ONTIME,180
1889,Italy,Rome,FCO,15/12/2024,13:30,London,Stansted,STN,ONTIME,180
1890,Italy,Rome,FCO,15/12/2024,21:00,London,Stansted,STN,ONTIME,180
1891,Italy,Milan,MXP,15/12/2024,07:30,London,Stansted,STN,DELAYED,175
1892,Italy,Milan,MXP,15/12/2024,10:30,London,Stansted,STN,ONTIME,175
1893,Italy,Milan,MXP,15/12/2024,19:30,London,Stansted,STN,ONTIME,175
1894,Italy,Venice,VCE,15/12/2024,19:30,London,Stansted,STN,ONTIME,180
1895,London,Stansted,STN,15/12/2024,09:00,Italy,Florence,FLR,ONTIME,170
1896,London,Stansted,STN,15/12/2024,10:30,Italy,Florence,FLR,DELAYED,170
1897,London,Stansted,STN,15/12/2024,12:00,Italy,Florence,FLR,ONTIME,170
1898,London,Stansted,STN,15/12/2024,18:00,Italy,Naples,NAP,ONTIME,190
1899,Italy,Naples,NAP,15/12/2024,06:00,London,Stansted,STN,DELAYED,190
1900,Italy,Naples,NAP,15/12/2024,15:00,London,Stansted,STN,ONTIME,190
1901,Italy,Naples,NAP,15/12/2024,18:00,London,Stansted,STN,ONTIME,190
1902,London,Luton,LTN,15/12/2024,09:00,Italy,Rome,FCO,ONTIME,175
1903,London,Luton,LTN,15/12/2024,18:00,Italy,Rome,FCO,ONTIME,175
1904,London,Luton,LTN,15/12/2024,07:30,Italy,Milan,MXP,ONTIME,170
1905,Italy,Milan,MXP,15/12/2024,10:30,London,Luton,LTN,ONTIME,170
1906,Italy,Milan,MXP,15/12/2024,15:00,London,Luton,LTN,ONTIME,170
1907,London,Luton,LTN,15/12/2024,10:30,Italy,Venice,VCE,ONTIME,175
1908,Italy,Venice,VCE,15/12/2024,16:30,London,Luton,LTN,ONTIME,175
1909,Italy,Venice,VCE,15/12/2024,19:30,London,Luton,LTN,DELAYED,175
1910,London,Luton,LTN,15/12/2024,09:00,Italy,Florence,FLR,ONTIME,165
1911,London,Luton,LTN,15/12/2024,10:30,Italy,Florence,FLR,ONTIME,165
1912,London,Luton,LTN,15/12/2024,21:00,Italy,Florence,FLR,ONTIME,165
1913,Italy,Florence,FLR,15/12/2024,06:00,London,Luton,LTN,ONTIME,165
1914,Italy,Florence,FLR,15/12/2024,07:30,London,Luton,LTN,ONTIME,165
1915,Italy,Florence,FLR,15/12/2024,19:30,London,Luton,LTN,ONTIME,165
1916,London,Luton,LTN,15/12/2024,10:30,Italy,Naples,NAP,ONTIME,185
1917,London,Luton,LTN,15/12/2024,12:00,Italy,Naples,NAP,ONTIME,185
1918,London,Luton,LTN,15/12/2024,19:30,Italy,Naples,NAP,ONTIME,185
1919,Italy,Naples,NAP,15/12/2024,07:30,London,Luton,LTN,ONTIME,185
1920,Italy,Naples,NAP,15/12/2024,16:30,London,Luton,LTN,ONTIME,185
1921,Italy,Naples,NAP,15/12/2024,18:00,London,Luton,LTN,DELAYED,185
1922,London,London City,LCY,15/12/2024,09:00,Italy,Rome,FCO,ONTIME,250
1923,London,London City,LCY,15/12/2024,18:00,Italy,Rome,FCO,DELAYED,250
1924,Italy,Rome,FCO,15/12/2024,06:00,London,London City,LCY,ONTIME,250
1925,Italy,Rome,FCO,15/12/2024,15:00,London,London City,LCY,ONTIME,250
1926,London,London City,LCY,15/12/2024,12:00,Italy,Milan,MXP,DELAYED,240
1927,London,London City,LCY,15/12/2024,12:00,Italy,Venice,VCE,ONTIME,245
1928,London,London City,LCY,15/12/2024,13:30,Italy,Venice,VCE,ONTIME,245
1929,London,London City,LCY,15/12/2024,21:00,Italy,Venice,VCE,ONTIME,245
1930,Italy,Venice,VCE,15/12/2024,06:00,London,London City,LCY,ONTIME,245
1931,Italy,Venice,VCE,15/12/2024,07:30,London,London City,LCY,ONTIME,245
1932,Italy,Venice,VCE,15/12/2024,18:00,London,London City,LCY,DELAYED,245
1933,Italy,Florence,FLR,15/12/2024,12:00,London,London City,LCY,ONTIME,235
1934,Italy,Florence,FLR,15/12/2024,18:00,London,London City,LCY,ONTIME,235
1935,Italy,Florence,FLR,15/12/2024,19:30,London,London City,LCY,ONTIME,235
1936,London,London City,LCY,15/12/2024,07:30,Italy,Naples,NAP,ONTIME,260
1937,London,London City,LCY,15/12/2024,12:00,Italy,Naples,NAP,ONTIME,260
1938,London,Heathrow,LHR,16/12/2024,06:00,Italy,Milan,MXP,ONTIME,200
1939,London,Heathrow,LHR,16/12/2024,09:00,Italy,Milan,MXP,ONTIME,200
1940,Italy,Milan,MXP,16/12/2024,12:00,London,Heathrow,LHR,ONTIME,200
1941,Italy,Milan,MXP,16/12/2024,16:30,London,Heathrow,LHR,ONTIME,200
1942,Italy,Milan,MXP,16/12/2024,18:00,London,Heathrow,LHR,ONTIME,200
1943,London,Heathrow,LHR,16/12/2024,07:30,Italy,Venice,VCE,ONTIME,210
1944,London,Heathrow,LHR,16/12/2024,09:00,Italy,Venice,VCE,ONTIME,210
1945,Italy,Venice,VCE,16/12/2024,07:30,London,Heathrow,LHR,DELAYED,210
1946,Italy,Venice,VCE,16/12/2024,09:00,London,Heathrow,LHR,ONTIME,210
1947,London,Heathrow,LHR,16/12/2024,15:00,Italy,Florence,FLR,DELAYED,205
1948,London,Heathrow,LHR,16/12/2024,16:30,Italy,Florence,FLR,ONTIME,205
1949,London,Heathrow,LHR,16/12/2024,19:30,Italy,Florence,FLR,ONTIME,205
